ID,Nome_Scuola,Citta,Land,OID_Erasmus,Sito_Web,ISCED,Fonte_URL
DE-WAVE4-0015,Ellen-Key-Schule Berlin,Berlin,Berlin,E10150784,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0016,Ernst-Reuter-Schule Berlin,Berlin,Berlin,E10076580,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0017,Europaeisches Gymnasium Bertha-von-Suttner,Berlin,Berlin,E10156295,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0018,Ferdinand-Freiligrath-Schule,Berlin,Berlin,E10305127,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0019,Französisches Gymnasium Berlin,Berlin,Berlin,E10063872,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0020,Freie Schule Anne-Sophie Berlin,Berlin,Berlin,E10304566,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0021,Friedensburg-Oberschule,Berlin,Berlin,E10199108,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0022,Friedrich-Ebert-Oberschule,Berlin,Berlin,E10039193,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0023,Fritz-Karsen-Schule,Berlin,Berlin,E10120609,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0024,FRÖBEL Bildung und Erziehung gGmbH -,Berlin,Berlin,E10000999,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0025,Gail S. Halvorsen Schule,Berlin,Berlin,E10280229,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0026,Gemeinschaftsschule Campus Efeuweg,Berlin,Berlin,E10144736,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0027,Gesellschaft für Europabildung e. V.,Berlin,Berlin,E10125709,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0028,Gruener Campus Malchow,Berlin,Berlin,E10084635,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0029,Grundschule im Beerwinkel,Berlin,Berlin,E10048589,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0030,Grundschule Wilhelmsruh,Berlin,Berlin,E10174544,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0031,Gustav-Heinemann-Oberschule,Berlin,Berlin,E10221132,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0032,Gymnasium am Europasportpark,Berlin,Berlin,E10119679,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0033,Gymnasium Tiergarten,Berlin,Berlin,E10207005,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0034,Hannah-Arendt-Gymnasium Berlin,Berlin,Berlin,E10335149,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0035,Hans-Carossa-Gymnasium,Berlin,Berlin,E10200838,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0036,Heinz - Berggruen - Gymnasium,Berlin,Berlin,E10117191,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0037,Heinz Brandt Schule,Berlin,Berlin,E10038993,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0038,Hermann-Gmeiner-Schule,Berlin,Berlin,E10157654,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0039,Humboldt- Gymnasium Berlin,Berlin,Berlin,E10334300,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0040,Hunsrueck Grundschule,Berlin,Berlin,E10199064,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0041,INA.KINDER.GARTEN,Berlin,Berlin,E10042160,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0042,Isaac-Newton-Schule,Berlin,Berlin,E10258853,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0043,Joan-Miro-Grundschule,Berlin,Berlin,E10004596,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0044,Johann-Gottfried-Herder-Gymnasium,Berlin,Berlin,E10099692,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0045,Ki.E.Ka. e.V.,Berlin,Berlin,E10369362,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0046,Klax Berlin gGmbH,Berlin,Berlin,E10020011,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0047,Klax-Gemeinschaftsschule (Genehmigte und,Berlin,Berlin,E10002011,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0048,Kreativitätsgrundschule Berlin-Friedrichshain,Berlin,Berlin,E10125631,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0049,Kurt-Tucholsky-Oberschule,Berlin,Berlin,E10024829,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0050,Lemgo-Grundschule,Berlin,Berlin,E10235812,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0051,Max Delbrück Gymnasium,Berlin,Berlin,E10200868,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0052,Max-Planck-Gymnasium,Berlin,Berlin,E10229846,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0053,Merian Schule Berlin,Berlin,Berlin,E10089036,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0054,Otto Wels Grundschule,Berlin,Berlin,E10115203,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0055,Otto-Nagel-Gymnasium,Berlin,Berlin,E10009546,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0056,Pankower Früchtchen gGmbH,Berlin,Berlin,E10261580,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0057,Paul-und-Charlotte-Kniese-Schule,Berlin,Berlin,E10312527,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0058,Quentin Blake Grundschule,Berlin,Berlin,E10073775,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0059,Regenbogen-Schule,Berlin,Berlin,E10155606,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0060,Reinhold-Burger-Schule,Berlin,Berlin,E10289858,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0061,Renée-Sintenis-Grundschule,Berlin,Berlin,E10369221,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0062,Robert-Jungk-Oberschule,Berlin,Berlin,E10195626,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0063,Robert-Reinick-Grundschule,Berlin,Berlin,E10137322,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0064,Romain-Rolland-Gymnasium,Berlin,Berlin,E10141526,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0065,Rückert-Gymnasium,Berlin,Berlin,E10187175,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0066,Schadow-Gymnasium,Berlin,Berlin,E10367955,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0067,Schiller-Gymnasium,Berlin,Berlin,E10147072,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0068,Schule am Bienwaldring,Berlin,Berlin,E10156439,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0069,Schule am Schloss,Berlin,Berlin,E10312509,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0070,"Senatsverwaltung für Bildung, Jugend und Familie Bernhard-Weiß-Straße 6",Berlin,Berlin,E10109652,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0071,Sophie-Brahe-Gemeinschaftsschule,Berlin,Berlin,E10155507,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0072,Sophie-Charlotte Gymnasium,Berlin,Berlin,E10197760,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0073,Sportschule im Olympiapark - Poelchau-Schule,Berlin,Berlin,E10283015,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0074,Tesla-Schule (Gemeinschaftsschule),Berlin,Berlin,E10171223,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0075,TEVBB Soziale Dienste,Berlin,Berlin,E10339173,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0076,Ulrich-von-Hutten-Oberschule (Gymnasium),Berlin,Berlin,E10076848,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0077,Werner-von-Siemens Gymnasium,Berlin,Berlin,E10192573,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0078,Wolfgang-Borchert-Schule Berlin-Spandau,Berlin,Berlin,E10276500,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0079,Zuckmayer-Schule,Berlin,Berlin,E10297828,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0080,von Saldern - Gymnasium Europaschule,Brandenburg,Brandenburg,E10224484,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0081,Otto-Tschirch-Oberschule,,Brandenburg,E10338163,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0082,Robinson Grundschule,Brieselang,Brandenburg,E10126924,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0083,Evangelische Schule Cottbus-Gymnasium,Cottbus,Brandenburg,E10305485,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0084,Reinhard Lakomy Grundschule,Cottbus,Brandenburg,E10052067,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0085,MORUS Oberschule,Erkner,Brandenburg,E10333241,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0086,Europaschule am Gutspark,Falkensee,Brandenburg,E10190732,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0087,Immanuel Kant Gesamtschule mit gymnasialer,Falkensee,Brandenburg,E10341855,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0088,Friedrich-Ludwig-Jahn-Gymnasium Forst,Forst,Brandenburg,E10088322,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0089,Spree-Oberschule,Fürstenwalde,Brandenburg,E10309420,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0090,Fürstenwalder Aus- und Weiterbildungszentrum,Fürstenwalde (Spree),Brandenburg,E10260371,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0091,Docemus Privatschulen Campus Neu Zittau,Gosen-Neu Zittau,Brandenburg,E10012012,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0092,Werner-von-Siemens-Schule Gransee,Gransee,Brandenburg,E10237429,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0093,Waldgrundschule Hohen Neuendorf,Hohen Neuendorf,Brandenburg,E10158802,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0094,Europaschule Ketzin,Ketzin/ Havel,Brandenburg,E10171059,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0095,Maxim-Gorki-Gesamtschule Kleinmachnow,Kleinmachnow,Brandenburg,E10076008,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0096,Schule des Zweiten Bildungsweges Dahme-,Königs Wusterhausen,Brandenburg,E10201641,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0097,Grund- und Oberschule Wilhelmshorst,,Brandenburg,E10275027,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0098,Da-Vinci-Campus Nauen gGmbH,Nauen,Brandenburg,E10280354,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0099,Grundschule Bötzow,Oberkrämer,Brandenburg,E10249112,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0100,Nashorn-Grundschule Vehlefanz,Oberkrämer,Brandenburg,E10309053,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0101,Ev. Gymnasium Hermannswerder der Hoffbauer,Potsdam,Brandenburg,E10116309,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0102,Evangelische Grundschule Babelsberg,Potsdam,Brandenburg,E10123837,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0103,Internationale Schulen Potsdam,Potsdam,Brandenburg,E10370338,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0104,"Katholische Marienschule Potsdam, Gymnasium",Potsdam,Brandenburg,E10339791,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0105,Leonardo-Da-Vinci Gesamtschule Potsdam,Potsdam,Brandenburg,E10181936,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0106,LSB SportService Brandenburg gGmbH,Potsdam,Brandenburg,E10016752,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0107,Neues Gymnasium Potsdam,Potsdam,Brandenburg,E10307370,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0108,"Sportschule Potsdam ""Friedrich Ludwig Jahn""",Potsdam,Brandenburg,E10079631,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0109,Johann Wolfgang von Goethe Gymnasium,Pritzwalk,Brandenburg,E10025438,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0110,Europaschule am Fließ,Schildow,Brandenburg,E10073585,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0111,Friedrich-Engels-Gymnasium,Senftenberg,Brandenburg,E10201680,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0112,Vicco-von-Bülow-Gymnasium,Stahnsdorf,Brandenburg,E10177811,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0113,Grundschule Klosterfelde,Wandlitz,Brandenburg,E10163571,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0114,Carl-von-Ossietzky Oberschule Werder,Werder,Brandenburg,E10121582,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0115,"IBIS-Grundschule ""Maria Montessori""",Wittenberge,Brandenburg,E10082152,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0116,"IBiS-Oberschule ""Maria Montessori""",Wittenberge,Brandenburg,E10305626,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0117,Comenius-Schule berufsorientierende Oberschule,Zossen,Brandenburg,E10309259,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0118,Altes Gymnasium Bremen,Bremen,Bremen,E10306678,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
DE-WAVE4-0119,Gerhard Rohlfs Oberschule,Bremen,Bremen,E10260576,,2-3,https://erasmusplus.schule/fileadmin/Dateien/Dokumente/Erasmus/Foerderlisten/KA120_akkreditierte_Einrichtungen.pdf
